,Location,Year,Fips,poverty_pct,unemployment_rt,Household Type,median_income,Type,limited_english_pct
311,Unionport/Soundview,2016,209,0.28,0.096,All Households,39904.31239,Households,0.16899999999999998
312,University Heights,2016,205,0.41100000000000003,0.127,All Households,28355.75552,Households,0.244
313,University Heights,2018,205,0.36423,0.135,All Households,31016.96187,Households,0.24011
314,University Heights,2014,205,0.45428,0.121,All Households,22561.89492,Households,0.3
315,University Heights,2015,205,0.38266,0.078,All Households,26094.93551,Households,0.255
316,University Heights,2017,205,0.364,0.16,All Households,31461.21607,Households,0.26408000000000004
317,University Heights,2013,205,0.43107,0.15686,All Households,26669.39124,Households,0.26899999999999996
318,Upper East Side,2016,108,0.065,0.034,All Households,124616.81239,Households,0.025
319,Upper East Side,2018,108,0.05442999999999999,0.027000000000000003,All Households,123902.91239,Households,0.03285
320,Upper East Side,2014,108,0.08118,0.03,All Households,124568.20844,Households,0.040999999999999995
321,Upper East Side,2017,108,0.061,0.021,All Households,136987.59557,Households,0.0195
322,Upper East Side,2013,108,0.0624,0.03452,All Households,118380.39416,Households,0.031
323,Upper East Side,2015,108,0.04529,0.027999999999999997,All Households,110557.62253,Households,0.025
324,Upper West Side,2014,107,0.0836,0.044000000000000004,All Households,114777.91128,Households,0.061
325,Upper West Side,2013,107,0.10937999999999999,0.06647,All Households,109127.83796,Households,0.052000000000000005
326,Upper West Side,2015,107,0.1167,0.037000000000000005,All Households,109031.76698,Households,0.053
327,Upper West Side,2017,107,0.099,0.048,All Households,129213.54848,Households,0.04616
328,Upper West Side,2016,107,0.10400000000000001,0.052000000000000005,All Households,118543.16638,Households,0.043
329,Upper West Side,2018,107,0.08459,0.051,All Households,124029.159,Households,0.04966
330,Washington Heights,2018,112,0.18400999999999998,0.083,All Households,54973.2761,Households,0.21716999999999997
331,Washington Heights,2017,112,0.187,0.087,All Households,58802.8338,Households,0.22118000000000002
332,Washington Heights,2013,112,0.28917,0.13584000000000002,All Households,41180.85547,Households,0.231
333,Washington Heights,2014,112,0.24297,0.11699999999999999,All Households,48813.12231,Households,0.213
334,Washington Heights,2016,112,0.222,0.09,All Households,55432.00764,Households,0.23199999999999998
335,Washington Heights,2015,112,0.21681999999999998,0.08900000000000001,All Households,48892.12382,Households,0.22399999999999998
336,Williamsbridge,2015,212,0.19745,0.106,All Households,51227.30868,Households,0.034
337,Williamsbridge,2013,212,0.21135,0.14543,All Households,50162.99124,Households,0.069
338,Williamsbridge,2017,212,0.146,0.07200000000000001,All Households,61296.49446,Households,0.0635
339,Williamsbridge,2018,212,0.1944,0.094,All Households,52191.77799,Households,0.08357
340,Williamsbridge,2016,212,0.17600000000000002,0.092,All Households,54739.52037,Households,0.053
341,Williamsbridge,2014,212,0.18905999999999998,0.136,All Households,48541.80017,Households,0.068
342,Williamsburg/Greenpoint,2016,301,0.209,0.061,All Households,74245.28862,Households,0.11800000000000001
343,Williamsburg/Greenpoint,2017,301,0.233,0.055,All Households,79897.26316,Households,0.12527
344,Williamsburg/Greenpoint,2018,301,0.23708,0.024,All Households,82119.3537,Households,0.10615
345,Williamsburg/Greenpoint,2014,301,0.23065,0.064,All Households,62499.21619,Households,0.106
346,Williamsburg/Greenpoint,2015,301,0.22821,0.052000000000000005,All Households,72415.5503,Households,0.114
347,Williamsburg/Greenpoint,2013,301,0.25998000000000004,0.06466000000000001,All Households,57622.63796,Households,0.152
348,Woodhaven,2016,409,0.134,0.055,All Households,70879.80051,Households,0.163
349,Woodhaven,2018,409,0.12508,0.053,All Households,73096.79286,Households,0.14275
350,Woodhaven,2013,409,0.16319,0.08802,All Households,68739.5562,Households,0.115
351,Woodhaven,2015,409,0.15217999999999998,0.069,All Households,65253.52537,Households,0.12300000000000001
352,Woodhaven,2014,409,0.14494,0.077,All Households,66236.11111,Households,0.14400000000000002
353,Woodhaven,2017,409,0.122,0.059000000000000004,All Households,72917.93352,Households,0.16562000000000002
